SeriesInstanceUID,prediction
1.3.46.670589.11.10042.5.0.5328.2024011023021675700,0
1.3.46.670589.11.10042.5.0.5328.2024011023033762733,0
1.3.46.670589.11.10042.5.0.5328.2024011100245090833,0
1.3.46.670589.11.10042.5.0.5328.2024011100253645834,0
1.3.46.670589.11.10042.5.0.5328.2024011100265734867,0
1.3.46.670589.11.10042.5.0.5328.2024011100501939276,0
1.3.46.670589.11.10042.5.0.5328.2024011100510500277,0
1.3.46.670589.11.10042.5.0.5328.2024011100522592310,0
1.3.46.670589.11.10042.5.0.5484.2024030306355092614,0
1.3.46.670589.11.10042.5.0.5484.2024030306333993582,0
1.3.46.670589.11.10042.5.0.5484.2024030306365145703,0
1.3.46.670589.11.10042.5.0.5484.2024030306434595821,0
1.3.46.670589.11.10042.5.0.5484.2024030306474778860,0
1.3.46.670589.11.10042.5.0.5484.2024030306484785064,0
1.3.46.670589.11.10042.5.0.5484.2024030307450814718,0
1.3.46.670589.11.10042.5.0.5484.2024030307424298662,0
1.3.46.670589.11.10042.5.0.5484.2024030307414781661,0
1.3.46.670589.11.10042.5.0.5484.2024030309040378529,0
1.3.46.670589.11.10042.5.0.5484.2024030309050378560,0
1.3.46.670589.11.10042.5.0.5484.2024030309031134528,0
1.3.46.670589.11.10042.5.0.5484.2024030309144815696,0
1.3.46.670589.11.10042.5.0.5484.2024030309135289695,0
1.3.46.670589.11.10042.5.0.5484.2024030309154935727,0
1.3.46.670589.11.10042.5.0.5484.2024030311013321356,0
1.3.46.670589.11.10042.5.0.5484.2024030311022862357,0
1.3.46.670589.11.10042.5.0.5484.2024030311032879388,0
1.3.46.670589.11.10042.5.0.5484.2024030311185379601,0
1.3.46.670589.11.10042.5.0.5484.2024030311194920602,0
1.3.46.670589.11.10042.5.0.5484.2024030311204953633,0
1.3.46.670589.11.10042.5.0.5484.2024030312155435350,0
1.3.46.670589.11.10042.5.0.5484.2024030312145889349,0
1.3.46.670589.11.10042.5.0.5484.2024030312175523406,0
1.3.46.670589.11.10042.5.0.5484.2024030313332748789,0
1.3.46.670589.11.10042.5.0.5484.2024030313342739820,0
1.3.46.670589.11.10042.5.0.5484.2024030313323231788,0
1.3.46.670589.11.10042.5.0.5484.2024030317084800125,0
1.3.46.670589.11.10042.5.0.5484.2024030317094831156,0
1.3.46.670589.11.10042.5.0.5484.2024030317075257124,0
1.3.46.670589.11.10042.5.0.5484.2024030317172076278,0
1.3.46.670589.11.10042.5.0.5484.2024030317181601279,0
1.3.46.670589.11.10042.5.0.5484.2024030317191592310,0
1.3.46.670589.11.10042.5.0.5484.2024030321295912898,0
1.3.46.670589.11.10042.5.0.5484.2024030321330204013,0
1.3.46.670589.11.10042.5.0.5484.2024030321340289044,0
1.3.46.670589.11.10042.5.0.5484.2024030323330271702,0
1.3.46.670589.11.10042.5.0.5484.2024030323345703735,0
1.3.46.670589.11.10042.5.0.5484.2024030323362406760,0
1.3.46.670589.11.10042.5.0.5484.2024030404112142822,0
1.3.46.670589.11.10042.5.0.5484.2024030404063559674,0
1.3.46.670589.11.10042.5.0.5484.2024030404094870797,0
1.3.46.670589.11.10042.5.0.4724.2024031706153835170,0
1.3.46.670589.11.10042.5.0.4724.2024031706163378171,0
1.3.46.670589.11.10042.5.0.4724.2024031706173396202,0
1.3.46.670589.11.10042.5.0.4724.2024031709255864637,0
1.3.46.670589.11.10042.5.0.4724.2024031709245854606,0
1.3.46.670589.11.10042.5.0.4724.2024031709240332605,0
1.3.46.670589.11.10042.5.0.4724.2024031709504904207,0
1.3.46.670589.11.10042.5.0.4724.2024031709494898176,0
1.3.46.670589.11.10042.5.0.4724.2024031709485378175,0
1.3.46.670589.11.10042.5.0.4724.2024031710343484890,0
1.3.46.670589.11.10042.5.0.4724.2024031710250945746,0
1.3.46.670589.11.10042.5.0.4724.2024031710241412745,0
1.3.46.670589.11.10042.5.0.4724.2024031711043595365,0
1.3.46.670589.11.10042.5.0.4724.2024031711034114334,0
1.3.46.670589.11.10042.5.0.4724.2024031711053575390,0
1.3.46.670589.11.10042.5.0.4724.2024031712194243346,0
1.3.46.670589.11.10042.5.0.4724.2024031712234460417,0
1.3.46.670589.11.10042.5.0.4724.2024031712174400314,0
1.3.46.670589.11.10042.5.0.4724.2024031712281715481,1
1.3.46.670589.11.10042.5.0.4724.2024031712302814513,1
1.3.46.670589.11.10042.5.0.4724.2024031712312821602,1
1.3.46.670589.11.10042.5.0.4724.2024031712380821720,0
1.3.46.670589.11.10042.5.0.4724.2024031712390340721,0
1.3.46.670589.11.10042.5.0.4724.2024031712400364752,0
1.3.46.670589.11.10042.5.0.4724.2024031715043620725,1
1.3.46.670589.11.10042.5.0.4724.2024031715053114756,1
1.3.46.670589.11.10042.5.0.4724.2024031715063162781,1
1.3.46.670589.11.10042.5.0.4724.2024031717071834612,0
1.3.46.670589.11.10042.5.0.4724.2024031717093140668,0
1.3.46.670589.11.10042.5.0.4724.2024031717062328611,0
1.3.46.670589.11.10042.5.0.4724.2024031717243625873,0
1.3.46.670589.11.10042.5.0.4724.2024031717253387874,0
1.3.46.670589.11.10042.5.0.4724.2024031717263360905,0
1.3.46.670589.11.10042.5.0.4724.2024031717350220028,1
1.3.46.670589.11.10042.5.0.4724.2024031717360228059,1
1.3.46.670589.11.10042.5.0.4724.2024031717340696027,1
1.3.46.670589.11.10042.5.0.4724.2024031721075435042,1
1.3.46.670589.11.10042.5.0.4724.2024031721105914163,1
1.3.46.670589.11.10042.5.0.4724.2024031721115942188,1
1.3.46.670589.11.10042.5.0.4724.2024031721322820588,0
1.3.46.670589.11.10042.5.0.4724.2024031721283575442,0
1.3.46.670589.11.10042.5.0.4724.2024031721312812563,0
1.3.46.670589.11.10042.5.0.4724.2024031721443900778,0
1.3.46.670589.11.10042.5.0.4724.2024031721473448900,0
1.3.46.670589.11.10042.5.0.4724.2024031721490151925,0
1.3.46.670589.11.10042.5.0.4724.2024031723112257033,0
1.3.46.670589.11.10042.5.0.4724.2024031723142496154,0
1.3.46.670589.11.10042.5.0.4724.2024031723152756179,0
1.3.46.670589.11.10042.5.0.4724.2024031801194601116,0
1.3.46.670589.11.10042.5.0.4724.2024031801225418237,0
1.3.46.670589.11.10042.5.0.4724.2024031801235479263,0
1.3.46.670589.11.10042.5.0.4724.2024031803085059932,0
1.3.46.670589.11.10042.5.0.4724.2024031803102329957,0
1.3.46.670589.11.10042.5.0.4724.2024031803065303898,0
1.3.46.670589.11.10042.5.0.6840.2023122410252387388,0
1.3.46.670589.11.10042.5.0.6840.2023122410242396357,0
1.3.46.670589.11.10042.5.0.6840.2023122410232868356,0
1.3.46.670589.11.10042.5.0.6840.2023122410465815735,0
1.3.46.670589.11.10042.5.0.6840.2023122410475326736,0
1.3.46.670589.11.10042.5.0.6840.2023122410485323767,0
1.3.46.670589.11.10042.5.0.6840.2023122410573989921,1
1.3.46.670589.11.10042.5.0.6840.2023122410554443889,1
1.3.46.670589.11.10042.5.0.6840.2023122410563978890,1
1.3.46.670589.11.10042.5.0.6840.2023122411215579475,0
1.3.46.670589.11.10042.5.0.6840.2023122411235121507,0
1.3.46.670589.11.10042.5.0.6840.2023122411225101476,0
1.3.46.670589.11.10042.5.0.6840.2023122411334935661,0
1.3.46.670589.11.10042.5.0.6840.2023122411315395629,0
1.3.46.670589.11.10042.5.0.6840.2023122411324931630,0
1.3.46.670589.11.10042.5.0.6840.2023122418302873948,0
1.3.46.670589.11.10042.5.0.6840.2023122418292864917,0
1.3.46.670589.11.10042.5.0.6840.2023122418283356916,0
1.3.46.670589.11.10042.5.0.6840.2023122418391660102,0
1.3.46.670589.11.10042.5.0.6840.2023122418381654071,0
1.3.46.670589.11.10042.5.0.6840.2023122418372132070,0
1.3.46.670589.11.10042.5.0.6840.2023122418581275369,0
1.3.46.670589.11.10042.5.0.6840.2023122418480546225,0
1.3.46.670589.11.10042.5.0.6840.2023122418471023224,0
1.3.46.670589.11.10042.5.0.6840.2023122501161510672,0
1.3.46.670589.11.10042.5.0.6840.2023122501175334705,0
1.3.46.670589.11.10042.5.0.6840.2023122501152576671,0
1.3.46.670589.11.10042.5.0.6840.2023122502502817158,0
1.3.46.670589.11.10042.5.0.6840.2023122502493881157,0
1.3.46.670589.11.10042.5.0.6840.2023122502520639191,0
1.3.46.670589.11.10042.5.0.6840.2023122503011945340,0
1.3.46.670589.11.10042.5.0.6840.2023122503020887341,0
1.3.46.670589.11.10042.5.0.6840.2023122503034714374,0
1.3.46.670589.11.10042.5.0.6840.2023122503135578612,0
1.3.46.670589.11.10042.5.0.6840.2023122503162370646,0
1.3.46.670589.11.10042.5.0.6840.2023122503144515613,0
1.3.46.670589.11.10042.5.0.6840.2023122504095256393,1
1.3.46.670589.11.10042.5.0.6840.2023122504073493347,1
1.3.46.670589.11.10042.5.0.6840.2023122504112915415,1
1.3.46.670589.11.10042.5.0.5864.2024030410231282200,1
1.3.46.670589.11.10042.5.0.5864.2024030410235106280,1
1.3.46.670589.11.10042.5.0.5864.2024030410245348305,1
1.3.46.670589.11.10042.5.0.5864.2024030415230329186,0
1.3.46.670589.11.10042.5.0.5864.2024030415234325187,0
1.3.46.670589.11.10042.5.0.5864.2024030415251545223,0
1.3.46.670589.11.10042.5.0.5864.2024030415325273434,0
1.3.46.670589.11.10042.5.0.5864.2024030415321278433,0
1.3.46.670589.11.10042.5.0.5864.2024030415483089607,0
1.3.46.670589.11.10042.5.0.5864.2024030416004732882,1
1.3.46.670589.11.10042.5.0.5864.2024030416025956916,1
1.3.46.670589.11.10042.5.0.5864.2024030416012737883,1
1.3.46.670589.11.10042.5.0.5864.2024030416181114212,0
1.3.46.670589.11.10042.5.0.5864.2024030416194332245,0
1.3.46.670589.11.10042.5.0.5864.2024030416173106211,0
1.3.46.670589.11.10042.5.0.5864.2024030418020328916,0
1.3.46.670589.11.10042.5.0.5864.2024030417582565839,0
1.3.46.670589.11.10042.5.0.5864.2024030417564310807,0
1.3.46.670589.11.10042.5.0.5864.2024030418134101157,1
1.3.46.670589.11.10042.5.0.5864.2024030418113451123,1
1.3.46.670589.11.10042.5.0.5864.2024030418121995124,1
1.3.46.670589.11.10042.5.0.5864.2024030418214729373,0
1.3.46.670589.11.10042.5.0.5864.2024030418231540406,0
1.3.46.670589.11.10042.5.0.5864.2024030418210164372,0
1.3.46.670589.11.10042.5.0.5864.2024030420074320357,0
1.3.46.670589.11.10042.5.0.5864.2024030420082504358,0
1.3.46.670589.11.10042.5.0.5864.2024030420095735391,0
1.3.46.670589.11.10042.5.0.5864.2024030422261017189,0
1.3.46.670589.11.10042.5.0.5864.2024030422252453188,0
1.3.46.670589.11.10042.5.0.5864.2024030422273109222,0
1.3.46.670589.11.10042.5.0.5864.2024030422543039709,0
1.3.46.670589.11.10042.5.0.5864.2024030422551040710,0
1.3.46.670589.11.10042.5.0.5864.2024030422564262743,0
1.3.46.670589.11.10042.5.0.5864.2024030423101626038,0
1.3.46.670589.11.10042.5.0.5864.2024030423105614039,0
1.3.46.670589.11.10042.5.0.5864.2024030423122856066,0
1.3.46.670589.11.10042.5.0.5864.2024030500235420041,0
1.3.46.670589.11.10042.5.0.5864.2024030500243985042,0
1.3.46.670589.11.10042.5.0.5864.2024030500260079075,0
1.3.46.670589.11.10042.5.0.5864.2024030501385835065,0
1.3.46.670589.11.10042.5.0.5864.2024030501411048099,0
1.3.46.670589.11.10042.5.0.5864.2024030501393825066,0
1.3.46.670589.11.10042.5.0.3364.2024011209080640626,0
1.3.46.670589.11.10042.5.0.3364.2024011209063915591,0
1.3.46.670589.11.10042.5.0.3364.2024011209053609590,0
1.3.46.670589.11.10042.5.0.3364.2024011209272006049,1
1.3.46.670589.11.10042.5.0.3364.2024011209260090016,1
1.3.46.670589.11.10042.5.0.3364.2024011209250365015,1
1.3.46.670589.11.10042.5.0.3364.2024011210012676845,0
1.3.46.670589.11.10042.5.0.3364.2024011209591004811,0
1.3.46.670589.11.10042.5.0.3364.2024011210000737812,0
1.3.46.670589.11.10042.5.0.1680.2024031219081612521,0
1.3.46.670589.11.10042.5.0.1680.2024031219090164522,0
1.3.46.670589.11.10042.5.0.1680.2024031219102259555,0
1.3.46.670589.11.10042.5.0.1680.2024031221355451310,1
1.3.46.670589.11.10042.5.0.1680.2024031221385885427,1
1.3.46.670589.11.10042.5.0.1680.2024031221402593460,1
1.3.46.670589.11.10042.5.0.1680.2024031222073073836,0
1.3.46.670589.11.10042.5.0.1680.2024031222092009864,0
1.3.46.670589.11.10042.5.0.1680.2024031222104717895,0
1.3.46.670589.11.10042.5.0.1680.2024031222214867103,0
1.3.46.670589.11.10042.5.0.1680.2024031222202542077,0
1.3.46.670589.11.10042.5.0.1680.2024031222181045019,0
1.3.46.670589.11.10042.5.0.1680.2024031222310279263,0
1.3.46.670589.11.10042.5.0.1680.2024031222295925232,0
1.3.46.670589.11.10042.5.0.1680.2024031222281471205,0
1.3.46.670589.11.10042.5.0.1680.2024031301233632023,0
1.3.46.670589.11.10042.5.0.1680.2024031301243682049,0
1.3.46.670589.11.10042.5.0.1680.2024031301214510991,0
1.3.46.670589.11.10042.5.0.1680.2024031303463912106,0
1.3.46.670589.11.10042.5.0.1680.2024031303483185138,0
1.3.46.670589.11.10042.5.0.1680.2024031303493223163,0
1.3.46.670589.11.10042.5.0.7864.2023121806384271422,0
1.3.46.670589.11.10042.5.0.7864.2023121806394684453,0
1.3.46.670589.11.10042.5.0.7864.2023121806375812421,0
1.3.46.670589.11.10042.5.0.7864.2023121807420926649,1
1.3.46.670589.11.10042.5.0.7864.2023121807435075733,1
1.3.46.670589.11.10042.5.0.7864.2023121807425009702,1
1.3.46.670589.11.10042.5.0.7864.2023121808500957581,0
1.3.46.670589.11.10042.5.0.7864.2023121808505057582,0
1.3.46.670589.11.10042.5.0.7864.2023121808515068613,0
1.3.46.670589.11.10042.5.0.7864.2023121811394364456,0
1.3.46.670589.11.10042.5.0.7864.2023121811402471457,0
1.3.46.670589.11.10042.5.0.7864.2023121811425887513,0
1.3.46.670589.11.10042.5.0.7864.2023121812391004878,0
1.3.46.670589.11.10042.5.0.7864.2023121812380985855,0
1.3.46.670589.11.10042.5.0.7864.2023121812372876794,0
1.3.46.670589.11.10042.5.0.7864.2023121814390151533,0
1.3.46.670589.11.10042.5.0.7864.2023121814394242534,0
1.3.46.670589.11.10042.5.0.7864.2023121814404246565,0
1.3.46.670589.11.10042.5.0.7864.2023121814583781904,0
1.3.46.670589.11.10042.5.0.7864.2023121814565692872,0
1.3.46.670589.11.10042.5.0.7864.2023121814573771873,0
1.3.46.670589.11.10042.5.0.7864.2023121817292395228,0
1.3.46.670589.11.10042.5.0.7864.2023121817313271260,0
1.3.46.670589.11.10042.5.0.7864.2023121817300753229,0
1.3.46.670589.11.10042.5.0.7864.2023121817472779520,0
1.3.46.670589.11.10042.5.0.7864.2023121817460103475,0
1.3.46.670589.11.10042.5.0.7864.2023121817450153474,0
1.3.46.670589.11.10042.5.0.7864.2023121818042045753,0
1.3.46.670589.11.10042.5.0.7864.2023121818030764722,0
1.3.46.670589.11.10042.5.0.7864.2023121818022410721,0
1.3.46.670589.11.10042.5.0.7864.2023121818232164101,1
1.3.46.670589.11.10042.5.0.7864.2023121818210193075,1
1.3.46.670589.11.10042.5.0.7864.2023121818215742076,1
1.3.46.670589.11.10042.5.0.7864.2023121821094051708,0
1.3.46.670589.11.10042.5.0.7864.2023121821085492707,0
1.3.46.670589.11.10042.5.0.7864.2023121821110150741,0
1.3.46.670589.11.10042.5.0.7864.2023121823064153349,0
1.3.46.670589.11.10042.5.0.7864.2023121823052057316,0
1.3.46.670589.11.10042.5.0.7864.2023121823043498315,0
1.3.46.670589.11.10042.5.0.7864.2023121823163604598,0
1.3.46.670589.11.10042.5.0.7864.2023121823151496565,0
1.3.46.670589.11.10042.5.0.7864.2023121823142926564,0
1.3.46.670589.11.10042.5.0.7864.2023121900292318663,0
1.3.46.670589.11.10042.5.0.7864.2023121900275103630,0
1.3.46.670589.11.10042.5.0.7864.2023121900271104629,0
1.3.46.670589.11.10042.5.0.920.2024010110360487619,0
1.3.46.670589.11.10042.5.0.920.2024010110342423586,0
1.3.46.670589.11.10042.5.0.920.2024010110350506587,0
1.3.46.670589.11.10042.5.0.920.2024010110521812854,0
1.3.46.670589.11.10042.5.0.920.2024010110511798823,0
1.3.46.670589.11.10042.5.0.920.2024010110503706822,0
1.3.46.670589.11.10042.5.0.920.2024010111020810093,0
1.3.46.670589.11.10042.5.0.920.2024010111010739062,0
1.3.46.670589.11.10042.5.0.920.2024010111002646061,0
1.3.46.670589.11.10042.5.0.920.2024010111261003615,0
1.3.46.670589.11.10042.5.0.920.2024010111271035648,0
1.3.46.670589.11.10042.5.0.920.2024010111252907614,0
1.3.46.670589.11.10042.5.0.920.2024010111350460768,0
1.3.46.670589.11.10042.5.0.920.2024010111354553769,0
1.3.46.670589.11.10042.5.0.920.2024010111364531800,0
1.3.46.670589.11.10042.5.0.920.2024010112350356851,0
1.3.46.670589.11.10042.5.0.920.2024010112332203818,0
1.3.46.670589.11.10042.5.0.920.2024010112340304819,0
1.3.46.670589.11.10042.5.0.920.2024010112435762082,0
1.3.46.670589.11.10042.5.0.920.2024010112443854083,0
1.3.46.670589.11.10042.5.0.920.2024010112453868114,0
1.3.46.670589.11.10042.5.0.920.2024010113455271073,0
1.3.46.670589.11.10042.5.0.920.2024010113463729074,0
1.3.46.670589.11.10042.5.0.920.2024010113474171105,0
1.3.46.670589.11.10042.5.0.920.2024010115561428128,0
1.3.46.670589.11.10042.5.0.920.2024010115550682097,0
1.3.46.670589.11.10042.5.0.920.2024010115542590096,0
1.3.46.670589.11.10042.5.0.920.2024010116172746674,1
1.3.46.670589.11.10042.5.0.920.2024010116161270631,1
1.3.46.670589.11.10042.5.0.920.2024010116153184437,1
1.3.46.670589.11.10042.5.0.920.2024010117211531817,0
1.3.46.670589.11.10042.5.0.920.2024010117195132786,0
1.3.46.670589.11.10042.5.0.920.2024010117185495785,0
1.3.46.670589.11.10042.5.0.920.2024010121143871639,0
1.3.46.670589.11.10042.5.0.920.2024010121164520673,0
1.3.46.670589.11.10042.5.0.920.2024010121152421640,0
1.3.46.670589.11.10042.5.0.920.2024010121550982352,0
1.3.46.670589.11.10042.5.0.920.2024010121533765319,0
1.3.46.670589.11.10042.5.0.920.2024010121525771318,0
1.3.46.670589.11.10042.5.0.920.2024010123573740235,0
1.3.46.670589.11.10042.5.0.920.2024010123561657202,0
1.3.46.670589.11.10042.5.0.920.2024010123553062201,0
1.3.46.670589.11.10042.5.0.920.2024010200044735448,0
1.3.46.670589.11.10042.5.0.920.2024010200052737449,0
1.3.46.670589.11.10042.5.0.920.2024010200065964482,0
1.3.46.670589.11.10042.5.0.7756.2023121508591667553,0
1.3.46.670589.11.10042.5.0.7756.2023121509001396554,0
1.3.46.670589.11.10042.5.0.7756.2023121509013339587,0
1.3.46.670589.11.10042.5.0.7756.2023121511371125283,0
1.3.46.670589.11.10042.5.0.7756.2023121511380875284,0
1.3.46.670589.11.10042.5.0.7756.2023121511392801317,0
1.3.46.670589.11.10042.5.0.7756.2023121512365376220,0
1.3.46.670589.11.10042.5.0.7756.2023121512375507221,0
1.3.46.670589.11.10042.5.0.7756.2023121512391446254,0
1.3.46.670589.11.10042.5.0.7756.2023121512462642469,1
1.3.46.670589.11.10042.5.0.7756.2023121512472379470,1
1.3.46.670589.11.10042.5.0.7756.2023121512484309503,1
1.3.46.670589.11.10042.5.0.7756.2023121513363346593,0
1.3.46.670589.11.10042.5.0.7756.2023121513373884594,0
1.3.46.670589.11.10042.5.0.7756.2023121513385817627,0
1.3.46.670589.11.10042.5.0.7756.2023121514544826755,1
1.3.46.670589.11.10042.5.0.7756.2023121514552234756,1
1.3.46.670589.11.10042.5.0.7756.2023121514573543812,1
1.3.46.670589.11.10042.5.0.7756.2023121515465957889,0
1.3.46.670589.11.10042.5.0.7756.2023121515473595890,0
1.3.46.670589.11.10042.5.0.7756.2023121515490121921,0
1.3.46.670589.11.10042.5.0.7756.2023121518300626481,0
1.3.46.670589.11.10042.5.0.7756.2023121518304031482,0
1.3.46.670589.11.10042.5.0.7756.2023121518320557513,0
1.3.46.670589.11.10042.5.0.7756.2023121520354287779,0
1.3.46.670589.11.10042.5.0.7756.2023121520374228811,0
1.3.46.670589.11.10042.5.0.7756.2023121520361692780,0
1.3.46.670589.11.10042.5.0.7756.2023121520565017225,1
1.3.46.670589.11.10042.5.0.7756.2023121520543450169,1
1.3.46.670589.11.10042.5.0.7756.2023121520540056168,1
1.3.46.670589.11.10042.5.0.6048.2024030707120076070,0
1.3.46.670589.11.10042.5.0.6048.2024030707134928102,0
1.3.46.670589.11.10042.5.0.6048.2024030707124545071,0
1.3.46.670589.11.10042.5.0.6048.2024030707512365722,1
1.3.46.670589.11.10042.5.0.6048.2024030707502410691,1
1.3.46.670589.11.10042.5.0.6048.2024030707494325690,1
1.3.46.670589.11.10042.5.0.6048.2024030708080662012,0
1.3.46.670589.11.10042.5.0.6048.2024030708072576011,0
1.3.46.670589.11.10042.5.0.6048.2024030708090706043,0
1.3.46.670589.11.10042.5.0.6048.2024030708294064350,0
1.3.46.670589.11.10042.5.0.6048.2024030708302129556,0
1.3.46.670589.11.10042.5.0.6048.2024030708312162581,0
1.3.46.670589.11.10042.5.0.6048.2024030709321464296,1
1.3.46.670589.11.10042.5.0.6048.2024030709325876502,1
1.3.46.670589.11.10042.5.0.6048.2024030709340256527,1
1.3.46.670589.11.10042.5.0.6048.2024030710351760506,0
1.3.46.670589.11.10042.5.0.6048.2024030710361778537,0
1.3.46.670589.11.10042.5.0.6048.2024030710343681505,0
1.3.46.670589.11.10042.5.0.6048.2024030711382410442,0
1.3.46.670589.11.10042.5.0.6048.2024030711390500443,0
1.3.46.670589.11.10042.5.0.6048.2024030711400520474,0
1.3.46.670589.11.10042.5.0.6048.2024030712530312703,0
1.3.46.670589.11.10042.5.0.6048.2024030712544450735,0
1.3.46.670589.11.10042.5.0.6048.2024030712534404704,0
1.3.46.670589.11.10042.5.0.6596.2024022108382851181,0
1.3.46.670589.11.10042.5.0.6596.2024022108395384212,0
1.3.46.670589.11.10042.5.0.6596.2024022108375031180,0
1.3.46.670589.11.10042.5.0.6596.2024022109475625123,1
1.3.46.670589.11.10042.5.0.6596.2024022109494998155,1
1.3.46.670589.11.10042.5.0.6596.2024022109510462198,1
1.3.46.670589.11.10042.5.0.6596.2024022110122048508,0
1.3.46.670589.11.10042.5.0.6596.2024022110130396509,0
1.3.46.670589.11.10042.5.0.6596.2024022110141671540,0
1.3.46.670589.11.10042.5.0.6596.2024022111044325464,0
1.3.46.670589.11.10042.5.0.6596.2024022111064929683,0
1.3.46.670589.11.10042.5.0.6596.2024022111052410652,0
1.3.46.670589.11.10042.5.0.6596.2024022114000164782,0
1.3.46.670589.11.10042.5.0.6596.2024022113583592749,0
1.3.46.670589.11.10042.5.0.6596.2024022113575526559,0
1.3.46.670589.11.10042.5.0.6596.2024022115371956134,0
1.3.46.670589.11.10042.5.0.6596.2024022115321854060,0
1.3.46.670589.11.10042.5.0.6596.2024022115314335059,0
1.3.46.670589.11.10042.5.0.6596.2024022117142550661,0
1.3.46.670589.11.10042.5.0.6596.2024022117130678566,0
1.3.46.670589.11.10042.5.0.6596.2024022117114370540,0
1.3.46.670589.11.10042.5.0.6596.2024022117215203754,0
1.3.46.670589.11.10042.5.0.6596.2024022117222617755,0
1.3.46.670589.11.10042.5.0.6596.2024022117253448836,0
1.3.46.670589.11.10042.5.0.6596.2024022118080371627,0
1.3.46.670589.11.10042.5.0.6596.2024022118092992659,0
1.3.46.670589.11.10042.5.0.6596.2024022118105548748,0
1.3.46.670589.11.10042.5.0.6596.2024022120031573663,0
1.3.46.670589.11.10042.5.0.6596.2024022120040126664,0
1.3.46.670589.11.10042.5.0.6596.2024022120052237697,0
1.3.46.670589.11.10042.5.0.6596.2024022120123798912,0
1.3.46.670589.11.10042.5.0.6596.2024022120132384913,0
1.3.46.670589.11.10042.5.0.6596.2024022120144479946,0
1.3.46.670589.11.10042.5.0.6596.2024022122434912162,0
1.3.46.670589.11.10042.5.0.6596.2024022122430878161,0
1.3.46.670589.11.10042.5.0.6596.2024022122452114195,0
1.3.46.670589.11.10042.5.0.6596.2024022201570728809,0
1.3.46.670589.11.10042.5.0.6596.2024022201591689869,0
1.3.46.670589.11.10042.5.0.6596.2024022201562164808,0
1.3.46.670589.11.10042.5.0.7664.2024010910043440537,0
1.3.46.670589.11.10042.5.0.7664.2024010910052960538,0
1.3.46.670589.11.10042.5.0.7664.2024010910062957569,0
1.3.46.670589.11.10042.5.0.7664.2024010910305850126,0
1.3.46.670589.11.10042.5.0.7664.2024010910315378127,0
1.3.46.670589.11.10042.5.0.7664.2024010910325410158,0
1.3.46.670589.11.10042.5.0.7664.2024010910503496425,0
1.3.46.670589.11.10042.5.0.7664.2024010910401182280,0
1.3.46.670589.11.10042.5.0.7664.2024010910410704281,0
1.3.46.670589.11.10042.5.0.7664.2024010911092887714,0
1.3.46.670589.11.10042.5.0.7664.2024010911112420746,0
1.3.46.670589.11.10042.5.0.7664.2024010911102385715,0
1.3.46.670589.11.10042.5.0.7664.2024010915030195049,0
1.3.46.670589.11.10042.5.0.7664.2024010915034301050,0
1.3.46.670589.11.10042.5.0.7664.2024010915044339081,0
1.3.46.670589.11.10042.5.0.7664.2024010916300254406,0
1.3.46.670589.11.10042.5.0.7664.2024010916304714407,0
1.3.46.670589.11.10042.5.0.7664.2024010916315084438,0
1.3.46.670589.11.10042.5.0.7664.2024010917082457036,0
1.3.46.670589.11.10042.5.0.7664.2024010917092846067,0
1.3.46.670589.11.10042.5.0.7664.2024010917074004035,0
1.3.46.670589.11.10042.5.0.7664.2024010917345973439,1
1.3.46.670589.11.10042.5.0.7664.2024010917364809471,1
1.3.46.670589.11.10042.5.0.7664.2024010917354426440,1
1.3.46.670589.11.10042.5.0.7664.2024010923580525770,0
1.3.46.670589.11.10042.5.0.7664.2024010923563828737,0
1.3.46.670589.11.10042.5.0.7664.2024010923555301736,0
1.3.46.670589.11.10042.5.0.6048.2024030713011828857,0
1.3.46.670589.11.10042.5.0.6048.2024030713015910858,0
1.3.46.670589.11.10042.5.0.6048.2024030713025956889,0
1.3.46.670589.11.10042.5.0.6048.2024030713195242192,0
1.3.46.670589.11.10042.5.0.6048.2024030713203445193,0
1.3.46.670589.11.10042.5.0.6048.2024030713213465224,0
1.3.46.670589.11.10042.5.0.6048.2024030715341579509,1
1.3.46.670589.11.10042.5.0.6048.2024030715352312540,1
1.3.46.670589.11.10042.5.0.6048.2024030715333493508,1
1.3.46.670589.11.10042.5.0.6048.2024030715433103751,0
1.3.46.670589.11.10042.5.0.6048.2024030715441457752,0
1.3.46.670589.11.10042.5.0.6048.2024030715453984783,0
1.3.46.670589.11.10042.5.0.6048.2024030715584200985,0
1.3.46.670589.11.10042.5.0.6048.2024030715592385986,0
1.3.46.670589.11.10042.5.0.6048.2024030716004890017,0
1.3.46.670589.11.10042.5.0.6048.2024030720181718474,0
1.3.46.670589.11.10042.5.0.6048.2024030720194254505,0
1.3.46.670589.11.10042.5.0.6048.2024030720173373473,0
1.3.46.670589.11.10042.5.0.6048.2024030800252337554,0
1.3.46.670589.11.10042.5.0.6048.2024030800272325588,0
1.3.46.670589.11.10042.5.0.6048.2024030800285601613,0
1.3.46.670589.11.10042.5.0.4776.2024021706274706092,0
1.3.46.670589.11.10042.5.0.4776.2024021706351142260,0
1.3.46.670589.11.10042.5.0.4776.2024021706372031411,0
1.3.46.670589.11.10042.5.0.4776.2024021707280678148,1
1.3.46.670589.11.10042.5.0.4776.2024021707290198149,0
1.3.46.670589.11.10042.5.0.4776.2024021707300190180,1
